競輪場,レース番号,開始時間,開始日目,レース区分,2車単,3連単_1着,1着_補欠,3連単_3着以内,3着以内_補欠,A率,B率,C率,D率,CT値,スコア,選手数
小松島競輪,1R,08:50,2日目,チ,"=""2-3""","=""2-3-1""",5,"=""3-2-1""",6,0.72,0.64,0.37,0.22,0.7,66.46,7
小松島競輪,2R,09:10,2日目,チ,"=""3-2""","=""3-2-1""",6,"=""2-3-6""",1,0.88,0.56,0.42,0.16,0.81,80.13,7
小松島競輪,3R,09:31,2日目,チ,"=""7-4""","=""7-4-1""",2,"=""4-5-1""",7,0.48,0.39,0.38,0.15,0.7,53.87,7
小松島競輪,4R,09:52,2日目,チ,"=""7-4""","=""7-4-5""",2,"=""7-5-2""",4,0.64,0.51,0.43,0.3,0.53,58.16,7
小松島競輪,5R,10:13,2日目,チ,"=""1-4""","=""1-4-7""",5,"=""1-7-5""",4,0.76,0.56,0.51,0.46,0.39,61.02,7
小松島競輪,6R,10:34,2日目,チ,"=""1-3""","=""1-3-4""",5,"=""5-2-1""",3,0.56,0.43,0.32,0.23,0.59,54.71,7
小松島競輪,7R,10:55,2日目,チ,"=""5-1""","=""5-1-2""",3,"=""5-1-3""",7,0.96,0.49,0.45,0.42,0.56,76.98,7
奈良競輪,1R,11:05,2日目,Ｓ,"=""2-1""","=""2-1-3""",9,"=""2-1-9""",3,0.59,0.51,0.26,0.22,0.62,59.31,9
奈良競輪,2R,11:32,2日目,Ｓ,"=""9-2""","=""9-2-1""",7,"=""1-2-7""",4,0.47,0.42,0.34,0.31,0.34,43.7,9
奈良競輪,3R,11:59,2日目,Ｓ,"=""7-9""","=""7-9-1""",3,"=""7-5-1""",4,0.79,0.41,0.3,0.19,0.76,75.84,9
奈良競輪,4R,12:26,2日目,Ｓ,"=""7-3""","=""7-3-9""",2,"=""7-3-5""",4,0.61,0.47,0.28,0.23,0.61,60.37,9
奈良競輪,5R,12:54,2日目,Ｓ,"=""1-9""","=""1-9-3""",2,"=""1-9-2""",7,0.71,0.57,0.34,0.28,0.6,66.07,9
奈良競輪,6R,13:22,2日目,Ｓ,"=""9-2""","=""9-2-7""",3,"=""9-2-4""",7,0.8,0.44,0.35,0.33,0.59,70.09,9
奈良競輪,7R,13:50,2日目,Ｓ,"=""3-7""","=""3-7-9""",2,"=""3-7-9""",2,0.79,0.59,0.58,0.48,0.39,62.99,9
奈良競輪,8R,14:19,2日目,Ｓ,"=""2-5""","=""2-5-9""",7,"=""2-1-4""",3,0.88,0.4,0.34,0.28,0.68,77.41,9
奈良競輪,9R,14:48,2日目,Ｓ,"=""1-3""","=""1-3-7""",2,"=""1-3-2""",7,0.72,0.42,0.28,0.25,0.65,68.63,9
奈良競輪,10R,15:18,2日目,Ｓ,"=""9-7""","=""9-7-1""",2,"=""9-7-5""",4,0.88,0.5,0.42,0.31,0.65,76.51,9
奈良競輪,11R,15:49,2日目,Ｓ,"=""1-9""","=""1-9-5""",2,"=""1-9-2""",6,0.88,0.58,0.46,0.4,0.54,73.31,9
松戸競輪,1R,15:53,最終日,Ａ,"=""7-1""","=""7-1-5""",2,"=""1-2-7""",6,0.62,0.45,0.28,0.26,0.58,59.13,7
宇都宮競輪,1R,16:03,初日,チ,"=""1-4""","=""1-4-3""",2,"=""4-1-3""",6,0.36,0.28,0.23,0.22,0.39,37.46,7
松戸競輪,2R,16:14,最終日,Ａ,"=""3-2""","=""3-2-1""",7,"=""3-7-5""",2,0.67,0.42,0.18,0.17,0.74,67.67,7
